,Unnamed: 0,Source URL,Title,Long Volume,Issue Vol.,Issue No.,Month,Year,Abstract,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,scraped
382,382,https://www.jstor.org/stable/2118219,"Money, Expectations, and the U.S. Civil War","Vol. 86, No. 3, Jun., 1996",Vol. 86,No. 3,Jun.,1996,,George T. McC,less Jr.,,,,,,,0
383,383,https://www.jstor.org/stable/2118220,Contracts as a Barrier to Entry: Comment,"Vol. 86, No. 3, Jun., 1996",Vol. 86,No. 3,Jun.,1996,,Steffen Ziss,,,,,,,,0
384,384,https://www.jstor.org/stable/2118221,Servicing the Public Debt: The Role of Expectations: Comment,"Vol. 86, No. 3, Jun., 1996",Vol. 86,No. 3,Jun.,1996,,Roel M. W. J. Beetsma,,,,,,,,0
385,385,https://www.jstor.org/stable/2118085,Editors' Introduction,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,J. David Baldwin,Ronald L. Oaxaca,,,,,,,0
386,386,https://www.jstor.org/stable/2118086,Foreword,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Anne O. Krueger,,,,,,,,0
387,387,https://www.jstor.org/stable/2118087,The Missing Piece in Policy Analysis: Social Security Reform,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Martin Feldstein,,,,,,,,0
388,388,https://www.jstor.org/stable/2118088,Household Survey Data from Developing Countries: Progress and Prospects,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Margaret E. Grosh,Paul Glewwe,,,,,,,0
389,389,https://www.jstor.org/stable/2118089,International Price and Quantity Comparisons: Potentials and Pitfalls,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Alan Heston,Robert Summers,,,,,,,0
390,390,https://www.jstor.org/stable/2118090,International Comparisons of the Sources of Economic Growth,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Chrys Dougherty,Dale W. Jorgenson,,,,,,,0
391,391,https://www.jstor.org/stable/2118091,Measurement and Mismeasurement of Social Indicators,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,John Strauss,Duncan Thomas,,,,,,,0
392,392,https://www.jstor.org/stable/2118092,"Trade, Technology, and Wages: A Tale of Two Countries","Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Ronald W. Jones,Stanley L. Engerman,,,,,,,0
393,393,https://www.jstor.org/stable/2118093,The United States in a New Global Economy? A Century's Perspective,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Douglas A. Irwin,,,,,,,,0
394,394,https://www.jstor.org/stable/2118094,"Modeling Global Interdependence: Centers, Peripheries, and Frontiers","Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Ronald Findlay,,,,,,,,0
395,395,https://www.jstor.org/stable/2118095,Regional Trading Arrangements: Natural or Supernatural?,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Jeffrey A. Frankel,Ernesto Stein,Shang-Jin Wei,,,,,,0
396,396,https://www.jstor.org/stable/2118096,How Severe is Global Retaliation Risk under Increasing Regionalism?,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Carlo Perroni,John Whalley,,,,,,,0
397,397,https://www.jstor.org/stable/2118097,Free-Trade Agreements: For Better or Worse?,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Ronald J. Wonnacott,,,,,,,,0
398,398,https://www.jstor.org/stable/2118098,Asset-Market Structure and International Trade Dynamics,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Athanasios V. Arvanitis,Anne Mikkola,,,,,,,0
399,399,https://www.jstor.org/stable/2118099,Incomplete Exchange-Rate Pass-Through and Imperfect Competition: The Effect of Local Production,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Anne Gron,Deborah L. Swenson,,,,,,,0
400,400,https://www.jstor.org/stable/2118100,U.S. Equity Investment in Foreign Markets: Portfolio Rebalancing or Return Chasing?,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Henning Bohn,Linda L. Tesar,,,,,,,0
401,401,https://www.jstor.org/stable/2118101,The Theory of Preferential Trade Agreements: Historical Evolution and Current Trends,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Jagdish Bhagwati,Arvind Panagariya,,,,,,,0
402,402,https://www.jstor.org/stable/2118102,Compatibility of Regional and Multilateral Trading Agreements: Reforming the WTO Process,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Gary P. Sampson,,,,,,,,0
403,403,https://www.jstor.org/stable/2118103,Regionalism and the (Dis)advantage of Dispute-Settlement Access,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Philip I. Levy,T. N. Srinivasan,,,,,,,0
404,404,https://www.jstor.org/stable/2118104,"Distributional Conflicts, Factor Mobility, and Political Integration","Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Patrick Bolton,Gérard Rol,,,,,,,0
405,405,https://www.jstor.org/stable/2118105,Fiscal Consolidation in Europe: Composition Matters,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Roberto Perotti,,,,,,,,0
406,406,https://www.jstor.org/stable/2118106,Monetary Cohabitation in Europe,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Torsten Persson,Guido Tabellini,,,,,,,0
407,407,https://www.jstor.org/stable/2118107,Theoretical Aspects of Transition,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Olivier Blanchard,,,,,,,,0
408,408,https://www.jstor.org/stable/2118108,Enterprises and Workers in the Transition: Econometric Evidence,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Jan Svejnar,,,,,,,,0
409,409,https://www.jstor.org/stable/2118109,The Transition at Mid Decade,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Jeffrey D. Sachs,,,,,,,,0
410,410,https://www.jstor.org/stable/2118110,"Federalism, Fiscal Restraints, and European Monetary Union","Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Jürgen von Hagen,Barry Eichengreen,,,,,,,0
411,411,https://www.jstor.org/stable/2118111,Implementing EMU,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Richard Portes,,,,,,,,0
412,412,https://www.jstor.org/stable/2118112,The New EMS: Narrow Bands Inside Deep Bands,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Vincent Labhard,Charles Wyplosz,,,,,,,0
413,413,https://www.jstor.org/stable/2118113,Economic Transition and the Exchange-Rate Regime,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Jeffrey D. Sachs,,,,,,,,0
414,414,https://www.jstor.org/stable/2118114,Recent Exchange-Rate Experience and Proposals for Reform,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Jeffrey A. Frankel,,,,,,,,0
415,415,https://www.jstor.org/stable/2118115,Exchange Rates and the Political Economy of Macroeconomic Discipline,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Sebastian Edwards,,,,,,,,0
416,416,https://www.jstor.org/stable/2118116,One Year of Solitude: Some Pilgrim Tales About Mexico's 1994-1995 Crisis,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Francisco Gil-Díaz,Agustín Carstens,,,,,,,0
417,417,https://www.jstor.org/stable/2118117,Petty Crime and Cruel Punishment: Lessons from the Mexican Debacle,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Guillermo A. Calvo,Enrique G. Mendoza,,,,,,,0
418,418,https://www.jstor.org/stable/2118118,"Exchange-Rate Anchors, Credibility, and Inertia: A Tale of Two Crises, Chile and Mexico","Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Sebastian Edwards,,,,,,,,0
419,419,https://www.jstor.org/stable/2118119,"The ""Fundamental Transformation"" in Macroeconomics","Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Ricardo J. Caballero,Mohamad L. Hammour,,,,,,,0
420,420,https://www.jstor.org/stable/2118120,Modeling Aggregate Liquidity,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Bengt Holmstrom,Jean Tirole,,,,,,,0
421,421,https://www.jstor.org/stable/2118121,"Trading Costs, Price, and Volume in Asset Markets","Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Andrew Caplin,John Leahy,,,,,,,0
422,422,https://www.jstor.org/stable/2118122,The First Industrial Revolution: A Guided Tour for Growth Economists,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Nicholas F. R. Crafts,,,,,,,,0
423,423,https://www.jstor.org/stable/2118123,"Why, Indeed, in America? Theory, History, and the Origins of Modern Economic Growth","Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Paul M. Romer,,,,,,,,0
424,424,https://www.jstor.org/stable/2118124,Hybridizing Growth Theory,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Martin L. Weitzman,,,,,,,,0
425,425,https://www.jstor.org/stable/2118125,Inflation's Children: Tales of Crises That Beget Reforms,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Michael Bruno,William Easterly,,,,,,,0
426,426,https://www.jstor.org/stable/2118126,International Measures of Schooling Years and Schooling Quality,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Robert J. Barro,Jong Wha Lee,,,,,,,0
427,427,https://www.jstor.org/stable/2118127,Accounting for China's Growth Performance,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Eduardo Borensztein,Jonathan D. Ostry,,,,,,,0
428,428,https://www.jstor.org/stable/2118128,Economies in Transition: The Beginnings of Growth,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Stanley Fischer,Ratna Sahay,Carlos A. Vegh,,,,,,0
429,429,https://www.jstor.org/stable/2118129,U.S. Trade with Developing Countries and Wage Inequality,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Jeffrey D. Sachs,Howard J. Shatz,,,,,,,0
430,430,https://www.jstor.org/stable/2118130,"Globalization, Outsourcing, and Wage Inequality","Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Robert C. Feenstra,Gordon H. Hanson,,,,,,,0
431,431,https://www.jstor.org/stable/2118131,Searching for the Effect of Immigration on the Labor Market,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,George J. Borjas,Richard B. Freeman,Lawrence F. Katz,,,,,,0
432,432,https://www.jstor.org/stable/2118132,"Technology, Skill, and the Wage Structure: Insights from the Past","Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Claudia Goldin,Lawrence F. Katz,,,,,,,0
433,433,https://www.jstor.org/stable/2118133,With What Skills Are Computers a Complement?,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Frank Levy,Richard J. Murnane,,,,,,,0
434,434,https://www.jstor.org/stable/2118134,Human-Capital Investments and Productivity,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,S,ra E. Black,Lisa M. Lynch,,,,,,0
435,435,https://www.jstor.org/stable/2118135,Do Men Whose Wives Work Really Earn Less?,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Joyce P. Jacobsen,Wendy L. Rayack,,,,,,,0
436,436,https://www.jstor.org/stable/2118136,Domestic Violence: The Value of Services as Signals,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Amy Farmer,Jill Tiefenthaler,,,,,,,0
437,437,https://www.jstor.org/stable/2118137,Gender Differences in Overeducation: A Test of the Theory of Differential Overqualification,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,KimMarie McGoldrick,John Robst,,,,,,,0
438,438,https://www.jstor.org/stable/2118138,Wage Disparities and Affirmative Action in the 1980's,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Jonathan S. Leonard,,,,,,,,0
439,439,https://www.jstor.org/stable/2118139,The Effect of Federal Contractor Status on Racial Differences in Establishment-Level Employment Shares: 1979-1992,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,William M. Rodgers III,William E. Spriggs,,,,,,,0
440,440,https://www.jstor.org/stable/2118140,Do Preferential Procurement Programs Benefit Minority Business?,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Timothy Bates,Darrell Williams,,,,,,,0
441,441,https://www.jstor.org/stable/2118141,The Ebb and Flow of Enforcing Executive Order 11246,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Bernard E. Anderson,,,,,,,,0
442,442,https://www.jstor.org/stable/2118142,Changes in the Distribution of Wages and Unemployment in OECD Countries,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Stephen Nickell,Brian Bell,,,,,,,0
443,443,https://www.jstor.org/stable/2118143,Wage Inequality from International Competition and Technological Change: Theory and Country Experience,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Edward E. Leamer,,,,,,,,0
444,444,https://www.jstor.org/stable/2118144,Reorganization of Firms and Labor-Market Inequality,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Assar Lindbeck,Dennis J. Snower,,,,,,,0
445,445,https://www.jstor.org/stable/2118145,Challenges for the Post-Apartheid Economy,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Francis Wilson,,,,,,,,0
446,446,https://www.jstor.org/stable/2118146,Compulsory Centralization of Collective Bargaining in South Africa,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Peter Moll,,,,,,,,0
447,447,https://www.jstor.org/stable/2118147,Education Across Generations in South Africa,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Duncan Thomas,,,,,,,,0
448,448,https://www.jstor.org/stable/2118148,Education Returns Across Quantiles of the Wage Function: Alternative Explanations for Returns to Education by Race in South Africa,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Germano Mwabu,T. Paul Schultz,,,,,,,0
449,449,https://www.jstor.org/stable/2118149,Some Effects of Taxes on Schooling and Training,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Bill Dupor,Lance Lochner,Christopher Taber,Mary Beth Wittekind,,,,,0
450,450,https://www.jstor.org/stable/2118150,"On the Divergence Between ""Ideal"" and Conventional Income-Tax Treatment of Human Capital","Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Louis Kaplow,,,,,,,,0
451,451,https://www.jstor.org/stable/2118151,How Should Government Allocate Subsidies for Human Capital?,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,C. Eugene Steuerle,,,,,,,,0
452,452,https://www.jstor.org/stable/2118152,Different Approaches for Dealing with Social Security,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Edward M. Gramlich,,,,,,,,0
453,453,https://www.jstor.org/stable/2118153,Social Security Privatization: A Structure for Analysis,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Olivia S. Mitchell,Stephen P. Zeldes,,,,,,,0
454,454,https://www.jstor.org/stable/2118154,Privatizing Social Security at Home and Abroad,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Laurence J. Kotlikoff,,,,,,,,0
455,455,https://www.jstor.org/stable/2118155,Social Security Reform: Around the World in 80 Ways,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Sylvester J. Schieber,John B. Shoven,,,,,,,0
456,456,https://www.jstor.org/stable/2118156,"The Effect of Medicaid Expansions on Public Insurance, Private Insurance, and Redistribution","Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,David M. Cutler,Jonathan Gruber,,,,,,,0
457,457,https://www.jstor.org/stable/2118157,Do (More and Better) Drugs Keep People Out of Hospitals?,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Frank R. Lichtenberg,,,,,,,,0
458,458,https://www.jstor.org/stable/2118158,HMO Penetration and the Cost of Health Care: Market Discipline or Market Segmentation?,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Laurence C. Baker,Kenneth S. Corts,,,,,,,0
459,459,https://www.jstor.org/stable/2118159,Budget Institutions and Fiscal Policy in the U.S. States,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,James M. Poterba,,,,,,,,0
460,460,https://www.jstor.org/stable/2118160,Fiscal Discipline and the Budget Process,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Alberto Alesina,Roberto Perotti,,,,,,,0
461,461,https://www.jstor.org/stable/2118161,European versus American Perspectives on Balanced-Budget Rules,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Giancarlo Corsetti,Nouriel Roubini,,,,,,,0
462,462,https://www.jstor.org/stable/2118162,Structural Analysis of Auction Data,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Jean-Jacques Laffont,Quang Vuong,,,,,,,0
463,463,https://www.jstor.org/stable/2118163,Empirical Models of Discrete Strategic Choices,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Peter C. Reiss,,,,,,,,0
464,464,https://www.jstor.org/stable/2118164,Public-Policy Uses of Discrete-Choice Dynamic Programming Models,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Kenneth I. Wolpin,,,,,,,,0
465,465,https://www.jstor.org/stable/2118165,"Religion, Science, and Rationality","Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Rodney Stark,Laurence R. Iannaccone,Roger Finke,,,,,,0
466,466,https://www.jstor.org/stable/2118166,The Discontents of Islamic Economic Morality,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Timur Kuran,,,,,,,,0
467,467,https://www.jstor.org/stable/2118167,Contemplations on the Economic Approach to Religious Behavior,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,James D. Montgomery,,,,,,,,0
468,468,https://www.jstor.org/stable/2118168,Chalk and Talk: A National Survey on Teaching Undergraduate Economics,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,William E. Becker,Michael Watts,,,,,,,0
469,469,https://www.jstor.org/stable/2118169,Laboratory-Based Experimental and Demonstration Initiatives in Teaching Undergraduate Economics,"Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,N. Scott Cardell,Rodney Fort,Wayne Joerding,Fred Inaba,David Lamoreaux,Robert Rosenman,Ernst Stromsdorfer,Robin Bartlett,0
470,470,https://www.jstor.org/stable/2118170,"Teacher Training Programs in Economics: Past, Present, and Future","Vol. 86, No. 2, May, 1996",Vol. 86,No. 2,May,1996,,Michael K. Salemi,Phillip Saunders,William B. Walstad,,,,,,0
471,471,https://www.jstor.org/stable/2118253,"Economics, Values, and Health Care Reform","Vol. 86, No. 1, Mar., 1996",Vol. 86,No. 1,Mar.,1996,,Victor R. Fuchs,,,,,,,,0
472,472,https://www.jstor.org/stable/2118254,Mortgage Lending in Boston: Interpreting HMDA Data,"Vol. 86, No. 1, Mar., 1996",Vol. 86,No. 1,Mar.,1996,,Alicia H. Munnell,Geoffrey M. B. Tootell,Lynn E. Browne,James McEneaney,,,,,0
473,473,https://www.jstor.org/stable/2118255,Productivity and the Density of Economic Activity,"Vol. 86, No. 1, Mar., 1996",Vol. 86,No. 1,Mar.,1996,,Antonio Ciccone,Robert E. Hall,,,,,,,0
474,474,https://www.jstor.org/stable/2118256,"Real-Business-Cycle Models and the Forecastable Movements in Output, Hours, and Consumption","Vol. 86, No. 1, Mar., 1996",Vol. 86,No. 1,Mar.,1996,,Julio J. Rotemberg,Michael Woodford,,,,,,,0
475,475,https://www.jstor.org/stable/2118257,Money and Output: A Test of Reverse Causation,"Vol. 86, No. 1, Mar., 1996",Vol. 86,No. 1,Mar.,1996,,Wilbur John Coleman,II,,,,,,,0
476,476,https://www.jstor.org/stable/2118258,Business Cycles and Labor-Market Search,"Vol. 86, No. 1, Mar., 1996",Vol. 86,No. 1,Mar.,1996,,David Andolfatto,,,,,,,,0
477,477,https://www.jstor.org/stable/2118259,The Spirit of Capitalism and Stock-Market Prices,"Vol. 86, No. 1, Mar., 1996",Vol. 86,No. 1,Mar.,1996,,Gurdip S. Bakshi,Zhiwu Chen,,,,,,,0
478,478,https://www.jstor.org/stable/2118260,"Income Risk, Borrowing Constraints, and Portfolio Choice","Vol. 86, No. 1, Mar., 1996",Vol. 86,No. 1,Mar.,1996,,Luigi Guiso,Tullio Jappelli,Daniele Terlizzese,,,,,,0
479,479,https://www.jstor.org/stable/2118261,The LeChatelier Principle,"Vol. 86, No. 1, Mar., 1996",Vol. 86,No. 1,Mar.,1996,,Paul Milgrom,John Roberts,,,,,,,0
480,480,https://www.jstor.org/stable/2118262,Auctions Versus Negotiations,"Vol. 86, No. 1, Mar., 1996",Vol. 86,No. 1,Mar.,1996,,Jeremy Bulow,Paul Klemperer,,,,,,,0
481,481,https://www.jstor.org/stable/2118263,Organizational Design and Technology Choice under Intrafirm Bargaining,"Vol. 86, No. 1, Mar., 1996",Vol. 86,No. 1,Mar.,1996,,Lars A. Stole,Jeffrey Zwiebel,,,,,,,0
482,482,https://www.jstor.org/stable/2118264,"Divisionalization, Franchising, and Divestiture Incentives in Oligopoly","Vol. 86, No. 1, Mar., 1996",Vol. 86,No. 1,Mar.,1996,,Michael R. Baye,Keith J. Crocker,Ji,ong Ju,,,,,0
483,483,https://www.jstor.org/stable/2118265,Strategic Trade Policies with Endogenous Mode of Competition,"Vol. 86, No. 1, Mar., 1996",Vol. 86,No. 1,Mar.,1996,,Giovanni Maggi,,,,,,,,0
484,484,https://www.jstor.org/stable/2118266,Understanding the Costs of Sovereign Default: American State Debts in the 1840's,"Vol. 86, No. 1, Mar., 1996",Vol. 86,No. 1,Mar.,1996,,William B. English,,,,,,,,0
485,485,https://www.jstor.org/stable/2118267,Canadian National Health Insurance and Infant Health,"Vol. 86, No. 1, Mar., 1996",Vol. 86,No. 1,Mar.,1996,,Maria J. Hanratty,,,,,,,,0
486,486,https://www.jstor.org/stable/2118268,Health Insurance and Precautionary Savings,"Vol. 86, No. 1, Mar., 1996",Vol. 86,No. 1,Mar.,1996,,Martha Starr-McCluer,,,,,,,,0
487,487,https://www.jstor.org/stable/2118269,Budget Constraints and Time-Series Evidence on Consumption: Comment,"Vol. 86, No. 1, Mar., 1996",Vol. 86,No. 1,Mar.,1996,,William Roberds,,,,,,,,0
488,488,https://www.jstor.org/stable/2118270,Budget Constraints and Time-Series Evidence on Consumption: Reply,"Vol. 86, No. 1, Mar., 1996",Vol. 86,No. 1,Mar.,1996,,Jordi Galí,,,,,,,,0
